epoch,train_loss,val_loss,test_loss,monitor_train_loss,monitor_val_loss,monitor_test_loss
1,0.20778500652925028,0.09778970647502043,,,,
2,0.09790890982064109,0.06134283057737933,,,,
3,0.07711066408928352,0.0520706507491211,,,,
4,0.06296426327526822,0.061074094052816254,,,,
5,0.06318532355930429,0.05657910003134495,,,,
