epoch,train_loss,val_loss,test_loss,monitor_train_loss,monitor_val_loss,monitor_test_loss
1,0.423204510487343,0.08945264581901331,,7.500252748246439,7.514959915824559,7.465923817126782
2,0.12228237360067354,0.08253986198299874,,9.112305849225217,9.064790321433026,9.165668524704971
3,0.09856816720709946,0.06827979011480541,,10.442864769519506,10.42043627863345,10.457767882904449
4,0.08552631992037306,0.06887077919115352,,11.601934161612657,11.559520410454791,11.627238756650454
5,0.07779433561582849,0.06692392744783622,,12.866165522960467,12.819743063138878,13.061713751260337
